hospital_name,district,state
Chirayu Superspeciality Hospital,Thane,Maharashtra
Golden Multispeciality Hospital,Thane,Maharashtra
Gurukrupa Hospital and Polyclinic,Thane,Maharashtra
Jugura Hospital - Thane,Thane,Maharashtra
Mangal Murti Hospital and Polyclinic,Thane,Maharashtra
Nakoda Hospital,Thane,Maharashtra
Neel Orthopaedic Superspeciality Hospital,Thane,Maharashtra
Padamawati Maternity and Nursing Home,Thane,Maharashtra
Pradha Maternity and Medical Nursing Home,Thane,Maharashtra
Rradha Maternity and Medical Nursing Home,Thane,Maharashtra
Sai Aashirwad Hospital Iccu and Polyclinic,Thane,Maharashtra
Sai Kripa Childrens Maternity And Surgical Hospita,Thane,Maharashtra
Saxena Children and General Hospital,Thane,Maharashtra
Saxena Children's Hospital,Thane,Maharashtra
Shalom Medicare Pvt. Ltd.,Thane,Maharashtra
Shobhana Maternity and Surgical Home,Thane,Maharashtra
Shubham Hospital,Thane,Maharashtra
Subham Hospital,Thane,Maharashtra
Sudha Hospital and Polyclinic,Thane,Maharashtra
Dr Dragos Life Line General andMaternity Hospital,Thane,Maharashtra
Possa Hospital and Polyclinic,Thane,Maharashtra
A Care Orthopaedic and General Hospital,Thane,Maharashtra
Badri-Vishal Polyclinic and Hospital,Thane,Maharashtra
Bhakti Vedanta Hospital,Thane,Maharashtra
Deepak Hospital,Thane,Maharashtra
Dinesh Iccu-Nicu and General Hospital,Thane,Maharashtra
Galaxy Hospital,Thane,Maharashtra
Hitankshi Nursing Home,Thane,Maharashtra
Indra Maternity and Surgical Nursing Home,Thane,Maharashtra
Janak Hospital,Thane,Maharashtra
Karuna Nursing Home,Thane,Maharashtra
Khurana Nursing Home,Thane,Maharashtra
Life Care Hospital,Thane,Maharashtra
New Healthcare Nursing Home,Thane,Maharashtra
Om Hospital,Thane,Maharashtra
Orbit Super Speciality Hospital,Thane,Maharashtra
Prana Criti Care Clinic,Thane,Maharashtra
Ravi Surgical Nursing Home,Thane,Maharashtra
Roshni Maternity and Nursing Home,Thane,Maharashtra
"Sai Aashirwad Hospital, Evershine Enclave",Thane,Maharashtra
Sai Yash Hospital,Thane,Maharashtra
Samartha Hospital,Thane,Maharashtra
Sanjeevani Hospital For Women And Children,Thane,Maharashtra
Shah Lifeline Hospital and Heart Institute Pvt. Ltd. - Thane,Thane,Maharashtra
Shiv Om Hospital,Thane,Maharashtra
Sushant Maternity and Surgical Nursing Home,Thane,Maharashtra
Sushrusha Hospital,Thane,Maharashtra
Take Care Maternity And Nursing Home,Thane,Maharashtra
Tanwar Hospital,Thane,Maharashtra
Telang Nursing Home,Thane,Maharashtra
Thunga Hospital Pvt Ltd,Thane,Maharashtra
Tirupati Nursing Home,Thane,Maharashtra
Umarao Hospital,Thane,Maharashtra
Umrao Hospital,Thane,Maharashtra
Vipassana Hospital,Thane,Maharashtra
Yashoda Maternity and Nursing Home,Thane,Maharashtra
Chaphekar Iccu Diabetes Hospital - Vasai (W),Thane,Maharashtra
Colony Nursing Home,Thane,Maharashtra
Dr. Anup D Souza Orthopaedic Surgeon,Thane,Maharashtra
Dsouza Hospital,Thane,Maharashtra
D'souza Hospital,Thane,Maharashtra
Om Hospital,Thane,Maharashtra
Pravin Raut Maternity and General Hospital,Thane,Maharashtra
Sushila Nursing Home,Thane,Maharashtra
Aastha Hospital,Thane,Maharashtra
"Chaphekar Iccu , Diabetes Hospital",Thane,Maharashtra
Dr Kulurs Hospital,Thane,Maharashtra
Golden Park Hospital,Thane,Maharashtra
Ishwar Children Clinc,Thane,Maharashtra
Kalpana Lifeline Hospital Pvt. Ltd,Thane,Maharashtra
Kusum Maternity and Medicare,Thane,Maharashtra
Madhura Nursing Home,Thane,Maharashtra
Prakash Nursing Home,Thane,Maharashtra
Ravi Hospital,Thane,Maharashtra
Shree Surgical and General Hospital,Thane,Maharashtra
"Dr, Dandavate`S Hospital",Thane,Maharashtra
Krishna Hospital,Thane,Maharashtra
Sane Nursing Home,Thane,Maharashtra
Shree Venkatesha Hospital And Polyclinic,Thane,Maharashtra
Sushrut Hospital,Thane,Maharashtra
Tate Hospital,Thane,Maharashtra
Venkatesh Hospital,Thane,Maharashtra
Krishna Nursing Home,Thane,Maharashtra
Cardinal Gracias Memorial Hospital,Thane,Maharashtra
Dr Goyal's Children General Hospital,Thane,Maharashtra
Huda Nursing Home,Thane,Maharashtra
Vasai Medical Foundation Charitable Trust,Thane,Maharashtra
Aakanksha Clinic,Thane,Maharashtra
Arth Hospital,Thane,Maharashtra
Ashirwad Nursing Home,Thane,Maharashtra
Garden View Nursing Home,Thane,Maharashtra
Hatalkar Hospital,Thane,Maharashtra
Jivdani Hospitals Pvt. Ltd (C/O Alliance Hospital),Thane,Maharashtra
Manorama Nursing Home,Thane,Maharashtra
Neminath Hospital,Thane,Maharashtra
Platinum Hospitals Pvt Ltd,Thane,Maharashtra
Rajsukh Medical Care Unit,Thane,Maharashtra
Riddhi Nursing Home,Thane,Maharashtra
Vijayalaxami Maternity Surgical and General Hospital,Thane,Maharashtra
Riddhi Siddhi Hospital,Thane,Maharashtra
Sanjivani Hospital,Thane,Maharashtra
Shushrusha Hospital,Thane,Maharashtra
Sparsh Maternity and Nursing Home,Thane,Maharashtra
Abhyuday Maternity Home,Thane,Maharashtra
Adarsh Maternity Home and Genesis Test Tube Baby Cen,Thane,Maharashtra
Ankur Paediatric Hospital And Premature Baby Unit,Thane,Maharashtra
Ashasuman Hopital,Thane,Maharashtra
Ashok Raut Orthopaedic Hospital,Thane,Maharashtra
Ashwini Hospital,Thane,Maharashtra
Dr. Joshi Hospital,Thane,Maharashtra
Dr.Joglekars Abhyuday Maternity Home,Thane,Maharashtra
Mahavir Nursing Home,Thane,Maharashtra
Omkar Orthopaedic Hospital,Thane,Maharashtra
Param Maternity and Surgical Nursing Home,Thane,Maharashtra
Sankalp Hospital and Iccu,Thane,Maharashtra
Shree Sai Nursing Home,Thane,Maharashtra
Shreepal Netralaya,Thane,Maharashtra
Virar Maternity and Nursing Home,Thane,Maharashtra
Shree Balaji Hospital,Thane,Maharashtra
Dhada Hospital,Thane,Maharashtra
Gokul Maternity Home,Thane,Maharashtra
Anand General Hospital - Boisar,Thane,Maharashtra
Boisar Nursing Home,Thane,Maharashtra
City General Hospital,Thane,Maharashtra
Lifeline General Hospital,Thane,Maharashtra
Saileela Hospital - Boisar,Thane,Maharashtra
City General Hospital - Thane,Thane,Maharashtra
Sai Seva Nursing Home,Thane,Maharashtra
Tarapur Medical And Research Charitable Trust Hosp,Thane,Maharashtra
Dr Wadekars Hospital and Iccu,Thane,Maharashtra
Sewa Nursing Home,Thane,Maharashtra
Shital Nursing Home,Thane,Maharashtra
Mamta Hospital,Thane,Maharashtra
Tomar Nursing Home,Thane,Maharashtra
Ahuja Nursing Home,Thane,Maharashtra
Sukhmanii Hospital,Thane,Maharashtra
Ashirwad Hospital,Thane,Maharashtra
Dhanvantari Hospital,Thane,Maharashtra
Dr. Balanis Sanjeevani Hospital,Thane,Maharashtra
Dr. Deshpandes Ashirwad Hospital,Thane,Maharashtra
Girija Nursing Home and General Hospital,Thane,Maharashtra
Manas Nursing Home,Thane,Maharashtra
Matoshree Hospital,Thane,Maharashtra
Meera Hospital - Ulhasnagar,Thane,Maharashtra
Sai Prasad Maternity and Surgical Home,Thane,Maharashtra
Srushti Nursing Home,Thane,Maharashtra
Gungeet Hospital and Polyclinic,Thane,Maharashtra
New Swastik Multi Speciality Hospital,Thane,Maharashtra
Swasthik Maternity,Thane,Maharashtra
Aarogyam Hospital,Thane,Maharashtra
Amrut Hospital And Endoscopic Clinic,Thane,Maharashtra
Anand Hospital and Heart Cure Unit,Thane,Maharashtra
Asian Institute Of Medical Sciences,Thane,Maharashtra
Asmita Nursing Home,Thane,Maharashtra
Chiranjeevi Children`S Hospital,Thane,Maharashtra
City Hospital And Polyclinic,Thane,Maharashtra
Dandekar Hospital,Thane,Maharashtra
Dr. Chiranjeevi Children's Hospital,Thane,Maharashtra
Dr.Harne Hospital,Thane,Maharashtra
Gurukalash Polyclinc and Nursing Home,Thane,Maharashtra
Hambarde Hospital - Mumbai,Thane,Maharashtra
Icon Hospital,Thane,Maharashtra
Indrayani Hospital,Thane,Maharashtra
Ishwar Hospital,Thane,Maharashtra
Jeevanshree Hospitals,Thane,Maharashtra
Karwa Hospital and Iccu,Thane,Maharashtra
Kaveri Hospital,Thane,Maharashtra
Kopardes Hospital,Thane,Maharashtra
Kumars Maternity and Surgical Nursing Home,Thane,Maharashtra
Life Care Hospital,Thane,Maharashtra
Mahalaxmi Hospital,Thane,Maharashtra
Navjeevan Nursing Home,Thane,Maharashtra
Nulife Hospital - Mumbai,Thane,Maharashtra
Om Hospital,Thane,Maharashtra
"Phoenix Hospital, Dombivali",Thane,Maharashtra
Pmrs Ace Children's Hospital,Thane,Maharashtra
Samarth Nursing Home,Thane,Maharashtra
Samata Hospital -Dombivli,Thane,Maharashtra
Shinde Hospital,Thane,Maharashtra
Shirodkar Hospital Trust,Thane,Maharashtra
Shivam Hospital,Thane,Maharashtra
Shree Chaitanya Hospital,Thane,Maharashtra
Shree Sadguru Krupa Hospital,Thane,Maharashtra
Shreeram Nursing Home,Thane,Maharashtra
Shri Chaitanya Hospital - Mumbai,Thane,Maharashtra
Shrinivas Hospital,Thane,Maharashtra
Sparsh Multispeciality Hospital and I C C U,Thane,Maharashtra
Star Hospital,Thane,Maharashtra
Suyash Hospital,Thane,Maharashtra
Suyash Hospital,Thane,Maharashtra
Varde Hospital,Thane,Maharashtra
Vimal Nursing Home For Children,Thane,Maharashtra
Yash Hospital,Thane,Maharashtra
Apurva Nursing Home,Thane,Maharashtra
Dhanvantari Clinic,Thane,Maharashtra
Dr Rajesh Mayekar Clinic,Thane,Maharashtra
Krishna Hospital,Thane,Maharashtra
Life Line Hospital and Icu -,Thane,Maharashtra
Mauli Maternity Children and General Hospital,Thane,Maharashtra
Nathkrupa Nursing Home,Thane,Maharashtra
Renuka Hospital And Icu,Thane,Maharashtra
Sai Shraddha Hospital,Thane,Maharashtra
Sejal Optik Dombivali,Thane,Maharashtra
Shree Krupa Hospital,Thane,Maharashtra
Spandan Hospital and Iccu,Thane,Maharashtra
Aims (Asian Institute Of Medical Sciences) - Dombivli,Thane,Maharashtra
Kamat Hospital,Thane,Maharashtra
Manawata Hospital And Smt Nalinighag Maternity,Thane,Maharashtra
Rajanigandha Hospital And Iccu,Thane,Maharashtra
Sai Jyot Hospital,Thane,Maharashtra
City Life Hospital,Thane,Maharashtra
Hardikar Hospital and Polyclinic,Thane,Maharashtra
Mamata Hospital,Thane,Maharashtra
Rajanigandha Hospital and I.C.C.U.,Thane,Maharashtra
Shree Ashirwad Hospital,Thane,Maharashtra
Aalok Hospital,Thane,Maharashtra
Anand Nursing Home,Thane,Maharashtra
Apex Hospital,Thane,Maharashtra
D M C T Hospital,Thane,Maharashtra
Dr D T Hurbada Clinic,Thane,Maharashtra
Dr Gogates Tanmay Health Care Multispeciality Hos,Thane,Maharashtra
Dr Kakkars Vaishnavi Maternity and Nursing Home,Thane,Maharashtra
Dr Naiks Maternity And Nursing Home,Thane,Maharashtra
Dr Sonavane Sushrut Nursing Home,Thane,Maharashtra
Dr. Achary Nursing Home,Thane,Maharashtra
Dr. Sundeep D. Jadhav`S Nursing Home,Thane,Maharashtra
Dr.Kapoor's Siddhivinayak Children'sandGenreal Hospitl,Thane,Maharashtra
Fortis Hospitals Ltd Kalyan,Thane,Maharashtra
Gastrocare Hospital,Thane,Maharashtra
"Gurukripa Criticare Hospital, Kalyan",Thane,Maharashtra
Gurukrupa Criticare Hospital,Thane,Maharashtra
Holy Cross Hospital,Thane,Maharashtra
Jeevanjyoti Hospital,Thane,Maharashtra
Manchan Netralaya,Thane,Maharashtra
Meera Hospital-Kalyan,Thane,Maharashtra
Mhaskars` Hospital,Thane,Maharashtra
Padmini Hospital,Thane,Maharashtra
Pratibha Hospital,Thane,Maharashtra
Sai Prasad Nursing Home and Scu,Thane,Maharashtra
Sai Sanket Hospital,Thane,Maharashtra
Sai Shraddha Nusring Home,Thane,Maharashtra
Sai-Leela Hospital,Thane,Maharashtra
Sampada Hospital,Thane,Maharashtra
Sanjeevani Hopital,Thane,Maharashtra
Savitri Nursing Home,Thane,Maharashtra
Shelar Hospital,Thane,Maharashtra
Shree Devi Hospital - Kalyan,Thane,Maharashtra
Shree Om Sai Hospital,Thane,Maharashtra
Shreeji Nursing Home-Kalyan,Thane,Maharashtra
Shripada Maternity and Paediatric Nursing Home,Thane,Maharashtra
Sushrusha Nursing Home,Thane,Maharashtra
Tanmay Health Care,Thane,Maharashtra
Varadkrupa Polycliic and Nursing Home,Thane,Maharashtra
Vatsalaya Nursing Home,Thane,Maharashtra
Wockhardt Hospital Ltd Kalyan,Thane,Maharashtra
"Yashonandan Hospital Maternity, Padiatric and Genera",Thane,Maharashtra
Apna Nursing Home,Thane,Maharashtra
Dhanvantri Nursing Home,Thane,Maharashtra
Good Nursing Home,Thane,Maharashtra
"National Hospital, Thane",Thane,Maharashtra
Shree Prajakta Multispeciality Hospital,Thane,Maharashtra
Smt.Zohrabi Childrens Hospital,Thane,Maharashtra
Viresh Nursing Home,Thane,Maharashtra
Bhadange Hospital,Thane,Maharashtra
Gurukripa Hospital,Thane,Maharashtra
Asian Multispeciality Hospital,Thane,Maharashtra
Guru Krupa Hospital And Polyclinic,Thane,Maharashtra
Jeevandeep Maternity and General Hospital,Thane,Maharashtra
Sharada Netralaya,Thane,Maharashtra
Aashirwad Hospital,Thane,Maharashtra
Chaitanya Nursing Home,Thane,Maharashtra
Dr.Warkes Nursing Home,Thane,Maharashtra
Gurudeo Maternity and Orthopaedic Home,Thane,Maharashtra
Kalyan Metro Multi Speciality Hospital Pvt. Ltd,Thane,Maharashtra
Navjeewan Hospital,Thane,Maharashtra
Saikrupa Hospital,Thane,Maharashtra
Shree Tisai Hospital,Thane,Maharashtra
Shubhamkar Hospitalq,Thane,Maharashtra
Ahirkar Hospital,Thane,Maharashtra
Al-Momin Nursing Home,Thane,Maharashtra
Al-Razi Nursing Home,Thane,Maharashtra
Amina Nursing Home,Thane,Maharashtra
Apex Multispeciality Hospital and Icu,Thane,Maharashtra
Ashirwad Hospital,Thane,Maharashtra
Ashirwad Hospital,Thane,Maharashtra
Citizen Hospital,Thane,Maharashtra
Dr Waghmares Life Line Hospital and Iccu,Thane,Maharashtra
Jadhav Hospital,Thane,Maharashtra
Life Line Hospital andI.C.C.U,Thane,Maharashtra
Mehar Hospital and Iccu,Thane,Maharashtra
Sai Leela Hospital,Thane,Maharashtra
Sanjeevani Hospital,Thane,Maharashtra
Shah Maternity and General Hospital,Thane,Maharashtra
Shrimati Kamaladevi Hospital,Thane,Maharashtra
Smt Kamla Devi Hospital,Thane,Maharashtra
Soham Ortho and General Hospital,Thane,Maharashtra
Sunder Nursing Home,Thane,Maharashtra
Sushrut Orthopaedic Hospital,Thane,Maharashtra
Ankur Nursing Home,Thane,Maharashtra
Tanmay Helath Care,Thane,Maharashtra
Ambernath City Hospital,Thane,Maharashtra
"Ashirwad Hospitals - Ambernath (East), Mumbai",Thane,Maharashtra
Care Hospital,Thane,Maharashtra
Choudhary Hsopital,Thane,Maharashtra
Gautam Hospital,Thane,Maharashtra
Muralidhar Nursing Home,Thane,Maharashtra
Shobha Hospital,Thane,Maharashtra
Shwelpa Nursing Home,Thane,Maharashtra
Siddhant Hospital and Icu,Thane,Maharashtra
Usha Nursing Home,Thane,Maharashtra
Akshayya Nursing Home,Thane,Maharashtra
Bhagwati Healthcare Pvt Ltd,Thane,Maharashtra
Charak Hospital,Thane,Maharashtra
Dhanvantari Hospitals Pvt.Ltd.,Thane,Maharashtra
Mukta Nursing Home,Thane,Maharashtra
Rathod Hospital and Ccu,Thane,Maharashtra
Saarth Hospital,Thane,Maharashtra
Soham Hospital,Thane,Maharashtra
Spandan Hospital,Thane,Maharashtra
Vatsalya Maternity And Surgical Hospital,Thane,Maharashtra
Ashirwad Hospital,Thane,Maharashtra
Chaitanya Hospital And Icu,Thane,Maharashtra
Bhaktivedanta Hospital,Thane,Maharashtra
Thunga Hospital,Thane,Maharashtra
The Umrao Institute Of Medical Science and Research,Thane,Maharashtra
Tanwer Hospital,Thane,Maharashtra
Shree Ashirwad Hospital,Thane,Maharashtra
Acharya Vinoba Bhave Rural Hospital,Wardha,Maharashtra
Harsha Childrens Hospital and Maternity Home,Wardha,Maharashtra
Jain Hospital,Wardha,Maharashtra
Krishna Hospital,Wardha,Maharashtra
Mandhaniya Hospital,Wardha,Maharashtra
Pawade Nursing Home,Wardha,Maharashtra
Sainath Nursing Home,Wardha,Maharashtra
Sushrut Hospital,Wardha,Maharashtra
Gramin Rugnalaya,Wardha,Maharashtra
Kant Hospital,Washim,Maharashtra
Ashirwad Maternity and Nursing Home,Washim,Maharashtra
Deole Hospital,Washim,Maharashtra
Maa Ganga Memorial Baheti Hospital,Washim,Maharashtra
Shelke Woman Hospital,Washim,Maharashtra
Sushrut Netrashalayachikitsalay,Washim,Maharashtra
Chaudhari Hospital,Yavatmal,Maharashtra
Chetan Nursing Home,Yavatmal,Maharashtra
Joshi Children Hospital,Yavatmal,Maharashtra
Kawalkar Hospital,Yavatmal,Maharashtra
Motewar Orthopaedics And Maternity Hospital,Yavatmal,Maharashtra
Sanjeevi Multi Speciality Hospital,Yavatmal,Maharashtra
Shiv Nursing Home,Yavatmal,Maharashtra
Smith Hospital,Yavatmal,Maharashtra
Tawre Hospital,Yavatmal,Maharashtra
Thakare Hospital,Yavatmal,Maharashtra
Memon Nursing Home - Pusad,Yavatmal,Maharashtra
Papalkar Nursing Home,Yavatmal,Maharashtra
Sai Krupa Hospital,Yavatmal,Maharashtra
Shree Hospital,Yavatmal,Maharashtra
Sugam Multispeciality Hospital,Yavatmal,Maharashtra
Shija Hospitals and Research Institute,Imphal West,Manipur
Regional Institute of Medical Sciences,Imphal West,Manipur
Health Services,Imphal East,Manipur
Christian Hospital,Imphal West,Manipur
Langol View Charitable Clinic And Maternity Home,Imphal West,Manipur
Manipal Maternity and Child Hospital,Imphal West,Manipur
New-Tech Nursing Home,Imphal West,Manipur
Public Hospital and Research Institute,Imphal East,Manipur
Raj Polyclinic,Imphal West,Manipur
Shija Hospitals and Research Institute,Imphal West,Manipur
Jivan Hospital Kakching,Thoubal,Manipur
Asanangre PHC,East Garo Hills,Meghalaya
Babadam PHC,East Garo Hills,Meghalaya
Ganeshdashospital,East Khasi Hills,Meghalaya
Dr. H. Gordon Robert Hospital (Khasi-Jaintia Presbyterian),East Khasi Hills,Meghalaya
R.P. Chest Hospital,East Khasi Hills,Meghalaya
Wood Land Hospital,East Khasi Hills,Meghalaya
Civilhospitalshilong,East Khasi Hills,Meghalaya
Khasi Jaintia Presbytarian Synod Hospital,East Khasi Hills,Meghalaya
Laitlyngkot PHC,East Khasi Hills,Meghalaya
Neigrihms,East Khasi Hills,Meghalaya
Mawlong PHC,East Khasi Hills,Meghalaya
Diengpasoh PHC,East Khasi Hills,Meghalaya
Dangar PHC,East Khasi Hills,Meghalaya
Laitkynsew PHC,East Khasi Hills,Meghalaya
Mawsahew PHC,East Khasi Hills,Meghalaya
"Nongtalang, Chc",Jaintia Hills,Meghalaya
Sutnga Chc,Jaintia Hills,Meghalaya
Laskein Chc,Jaintia Hills,Meghalaya
Ummulong Chc,Jaintia Hills,Meghalaya
Khliehriat Chc,Jaintia Hills,Meghalaya
Byrnihat PHC,Ri Bhoi,Meghalaya
"Civil Hospital, Nongpoh",Ri Bhoi,Meghalaya
Marngar PHC,Ri Bhoi,Meghalaya
Umden PHC,Ri Bhoi,Meghalaya
Bhoirymbong Chc,Ri Bhoi,Meghalaya
"CGHS Dispensary No.I, Laitumkhrat",East Khasi Hills,Meghalaya
Dobasipara Uhc,West Garo Hills,Meghalaya
Matchakolgre Uhc,West Garo Hills,Meghalaya
Sampalgre Uhc,West Garo Hills,Meghalaya
Tura Civil Hospital,West Garo Hills,Meghalaya
Tura Mch Hospital,West Garo Hills,Meghalaya
Tura Mission Hospital,West Garo Hills,Meghalaya
Dadengiri Chc,West Garo Hills,Meghalaya
Darengre PHC,West Garo Hills,Meghalaya
Dalu Chc,West Garo Hills,Meghalaya
Kherapara PHC,West Garo Hills,Meghalaya
Purakhasia PHC,West Garo Hills,Meghalaya
Bhaitbari PHC,West Garo Hills,Meghalaya
Jeldupara PHC,West Garo Hills,Meghalaya
Phulbari Chc,West Garo Hills,Meghalaya
Garobadha PHC,West Garo Hills,Meghalaya
Mellim PHC,West Garo Hills,Meghalaya
Rangsakona PHC,West Garo Hills,Meghalaya
Selsella Chc,West Garo Hills,Meghalaya
Betasing PHC,West Garo Hills,Meghalaya
Mahendraganj Chc,West Garo Hills,Meghalaya
Nogorpara PHC,West Garo Hills,Meghalaya
Pedaldoba PHC,West Garo Hills,Meghalaya
Tikrikilla PHC,West Garo Hills,Meghalaya
Ampati Chc,West Garo Hills,Meghalaya
Belbari PHC,West Garo Hills,Meghalaya
Kalaichar PHC,West Garo Hills,Meghalaya
Salmanpara PHC,West Garo Hills,Meghalaya
Zikzak PHC,West Garo Hills,Meghalaya
Mawkyrwat Chc,West Khasi Hills,Meghalaya
Nongstoin District Hospital,West Khasi Hills,Meghalaya
Riangdo Chc,West Khasi Hills,Meghalaya
Mairang Chc,West Khasi Hills,Meghalaya
Nongkhlaw Chc,West Khasi Hills,Meghalaya
North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences,East Khasi Hills,Meghalaya
Aizwal Civil Hospital,Aizawl,Mizoram
Alpha Hospital,Aizawl,Mizoram
East Lungdar PHC- Rsby,Aizawl,Mizoram
Presbyterian Hospital,Aizawl,Mizoram
Refferral Hospital - Rsby,Aizawl,Mizoram
Bukpui PHC,Aizawl,Mizoram
Nazareth Hospitals,Aizawl,Mizoram
Greenwood Hospital,Aizawl,Mizoram
Lungdai PHC,Aizawl,Mizoram
Khawruhlian PHC,Aizawl,Mizoram
Tb Hospital Zemabawk,Aizawl,Mizoram
Darlawn PHC,Aizawl,Mizoram
Sakawrdai Chc,Aizawl,Mizoram
Chhingchhip PHC,Aizawl,Mizoram
Thingsulthliah PHC,Aizawl,Mizoram
Aibawk PHC,Aizawl,Mizoram
Sialsuk PHC,Aizawl,Mizoram
Phuaibuang PHC,Aizawl,Mizoram
Phullen PHC,Aizawl,Mizoram
Saitual Chc,Aizawl,Mizoram
Suangpuilawn PHC,Aizawl,Mizoram
"Civil Hospital, Aizawl",Aizawl,Mizoram
Mimbung PHC,Champhai,Mizoram
N.E.Khawdungsei PHC,Champhai,Mizoram
Ngopa Chc- Rsby,Champhai,Mizoram
Kawlkulh PHC,Champhai,Mizoram
Khawhai PHC,Champhai,Mizoram
Khawzawl PHC,Champhai,Mizoram
Bungzung PHC,Champhai,Mizoram
Khawbung PHC,Champhai,Mizoram
Hnahlan PHC,Champhai,Mizoram
Biate Chc,Champhai,Mizoram
Sialhawk PHC,Champhai,Mizoram
Kawnpui PHC,Kolasib,Mizoram
Bairabi PHC,Kolasib,Mizoram
District Hospital Kolasib,Kolasib,Mizoram
Nazareth Hospital Kolasib,Kolasib,Mizoram
Bilkhawthir PHC,Kolasib,Mizoram
Vairengte Chc,Kolasib,Mizoram
Chawngte Chc,Lawngtlai,Mizoram
Sangau PHC,Lawngtlai,Mizoram
Bungtlang South PHC,Lawngtlai,Mizoram
Christian Hospital Lawngtlai,Lawngtlai,Mizoram
Lcmc Hospital Lawngtlai,Lawngtlai,Mizoram
Hnahthial Chc,Lunglei,Mizoram
Lungsen PHC,Lunglei,Mizoram
Pangzawl PHC,Lunglei,Mizoram
South Vanlaiphai PHC,Lunglei,Mizoram
Christain Hospital Serkawn,Lunglei,Mizoram
Serkawn Christian Hospital,Lunglei,Mizoram
Buarpui PHC,Lunglei,Mizoram
District Hospital Lunglei- Rsby,Lunglei,Mizoram
